Plot_ID,Owner_Name,Father_Name,Survey_No,Gat_No,Area,Land_Type,Village,Taluka,District,State,Ownership_Type,No_of_Owners,Crop_Type,Irrigation_Source,Encumbrances,Mutation_Entry_No,Date_of_Mutation,Purchase_Value,Market_Value,Transaction_Type,Registration_No,Aadhaar_No,PAN_No,Contact_No,Address,Latitude,Longitude,Soil_Type,Fertility_Status,Ownership_Status,Land_Use,Tax_Status,Remarks,Last_Updated
PLOT064,Zoya Krishnan,Aradhya Jadhav,200/C,317,9.71,Agricultural,Surendranagar Dudhrej,Rahuri,Pune,Maharashtra,Joint,2,Cotton,Well,Bank Loan,M3220,2024-06-22,₹673135,₹1032724,Gift,R4840,XXXX-XXXX-7541,MBPPB9882G,5207839814,"H.No. 813, Trivedi Street, Kota-634191",18.8566,74.9422,Red,Fertile,Active,Residential,Paid,Under observation,2024-11-28
PLOT065,Divyansh Kapoor,Mehul Deshmukh,575/B,697,8.4,Agricultural,Muzaffarpur,Karjat,Solapur,Maharashtra,Single,1,Soybean,Borewell,Bank Loan,M8990,2022-04-17,₹407949,₹1902925,Inheritance,R9027,XXXX-XXXX-9832,ZJGPW3882I,03571774500,"63/20, Dhawan Chowk, Tirunelveli 755964",17.9298,74.3455,Red,Low,Disputed,Crop,Unpaid,Under observation,2025-06-22
PLOT066,Priyansh Walla,Aayush Jadhav,207/A,687,6.24,Agricultural,Siwan,Karmala,Solapur,Maharashtra,Single,1,Sugarcane,Well,Mortgage,M4313,2022-06-22,₹663412,₹1076161,Inheritance,R5009,XXXX-XXXX-7838,VJFPX6982Y,9893857736,"037, Soman, Thanjavur 932974",19.5888,75.554,Alluvial,Medium,Disputed,Fallow,Unpaid,Irrigated area,2025-02-15
PLOT067,Saksham Chana,Yashvi Shinde,469/B,376,5.8,Agricultural,Bongaigaon,Pandharpur,Pune,Maharashtra,Joint,3,Paddy,Rainfed,Legal Dispute,M1356,2023-12-18,₹408628,₹1483948,Inheritance,R7241,XXXX-XXXX-7446,RGJPA5290M,+914977478394,"H.No. 59, Bail Road, Shivpuri 575405",18.337,75.7703,Black Cotton,Low,Active,Fallow,Unpaid,Irrigated area,2025-01-01
PLOT068,Mannat Garg,Devansh Deshmukh,376/B,716,3.7,Non-Agricultural,Aurangabad,Pandharpur,Kolhapur,Maharashtra,Single,1,Paddy,Canal,Bank Loan,M5640,2022-03-11,₹754788,₹1710307,Inheritance,R7104,XXXX-XXXX-5837,MPSPM6700L,0267969797,"60/06, Suresh, Bidhannagar-863633",19.5671,73.1985,Red,Low,Active,Fallow,Unpaid,Under observation,2025-03-30
PLOT069,Mishti Mander,Suhana Kadam,662/C,880,2.03,Non-Agricultural,Anantapuram,Sangola,Pune,Maharashtra,Single,1,Sugarcane,Borewell,None,M2048,2025-06-23,₹503116,₹1755036,Sale,R2990,XXXX-XXXX-8528,YORPL3899O,07289739898,"358, Butala Marg, Belgaum-642582",18.0535,74.4456,Alluvial,Low,Active,Residential,Unpaid,Under observation,2025-08-28
PLOT070,Kiara Tata,Badal Patil,369/B,319,4.93,Non-Agricultural,Nashik,Baramati,Pune,Maharashtra,Single,1,Fallow,Rainfed,None,M6734,2021-01-21,₹588504,₹1710793,Sale,R4146,XXXX-XXXX-2202,KXNPO3106U,1739470723,"00/799, Dhawan Circle, Hazaribagh 040100",19.3873,74.2598,Laterite,Medium,Active,Crop,Unpaid,Dryland,2025-10-05
PLOT071,Eva Boase,Sana Jadhav,260/B,590,3.64,Non-Agricultural,Karaikudi,Karjat,Kolhapur,Maharashtra,Single,1,Paddy,Canal,Legal Dispute,M7183,2022-12-01,₹310422,₹1711815,Sale,R7476,XXXX-XXXX-5163,FHBPO9033F,+911221476883,"802, Khalsa Chowk, Hajipur 551666",19.4992,74.3202,Black Cotton,Low,Disputed,Fallow,Unpaid,Under observation,2024-11-12
PLOT072,Samiha Chandran,Romil Patil,821/B,529,7.81,Agricultural,Miryalaguda,Karmala,Solapur,Maharashtra,Single,1,Cotton,Borewell,Mortgage,M4735,2024-09-11,₹217050,₹1107276,Inheritance,R8671,XXXX-XXXX-2068,LESPO9327A,04370461128,"H.No. 343, Vasa, Nanded 504788",18.4461,73.8057,Black Cotton,Low,Active,Crop,Unpaid,Irrigated area,2024-10-28
PLOT073,Fateh Bhardwaj,Rati Jadhav,571/B,761,4.44,Agricultural,Navi Mumbai,Baramati,Solapur,Maharashtra,Single,1,Fallow,Canal,Bank Loan,M1045,2023-11-05,₹570680,₹1747532,Sale,R3013,XXXX-XXXX-7694,XMQPH2845B,04469077714,"21/495, Grewal Ganj, Vijayanagaram 753674",17.6123,75.1659,Laterite,Fertile,Disputed,Residential,Paid,Dryland,2025-01-10
PLOT074,Hridaan Yadav,Kanav Shinde,509/C,758,9.43,Agricultural,Pimpri-Chinchwad,Sangola,Solapur,Maharashtra,Joint,3,Wheat,Canal,Legal Dispute,M5348,2023-05-10,₹790546,₹1757883,Inheritance,R1493,XXXX-XXXX-6443,CUFPG5863F,+912891686661,"H.No. 700, Sundaram Road, Mira-Bhayandar-668368",18.0771,74.2433,Red,Fertile,Active,Crop,Unpaid,Irrigated area,2025-05-26
PLOT075,Bhamini Mann,Shaan Patil,841/B,852,5.56,Agricultural,Jamshedpur,Pandharpur,Kolhapur,Maharashtra,Joint,3,Wheat,Canal,None,M6098,2020-10-14,₹700205,₹1625580,Inheritance,R2253,XXXX-XXXX-1526,KHBPH2848G,6667486611,"50/88, Tripathi Street, Sultan Pur Majra 039900",17.9517,75.5772,Alluvial,Fertile,Active,Fallow,Unpaid,Irrigated area,2025-02-22
PLOT076,Tara Mall,Lagan Kadam,422/B,529,9.68,Non-Agricultural,Kumbakonam,Sangola,Nashik,Maharashtra,Single,1,Maize,Borewell,Legal Dispute,M5411,2021-02-01,₹584676,₹1334575,Gift,R4047,XXXX-XXXX-8551,JAKPW1572R,4006144318,"15, Gaba Chowk, Ratlam-509515",18.6124,74.3605,Laterite,Medium,Active,Fallow,Paid,Irrigated area,2024-12-01
PLOT077,Zara Dara,Hiran Jadhav,949/C,236,9.7,Non-Agricultural,Burhanpur,Karjat,Ahmednagar,Maharashtra,Single,1,Paddy,Borewell,None,M2575,2021-10-05,₹366168,₹1547097,Inheritance,R4231,XXXX-XXXX-3584,ECAPR6463S,07030964078,"446, Contractor Nagar, Kurnool 274905",18.1154,73.8482,Alluvial,Low,Active,Crop,Paid,Dryland,2024-11-26
PLOT078,Saira Kapur,Purab Kadam,247/A,534,3.18,Agricultural,Coimbatore,Pandharpur,Nashik,Maharashtra,Single,1,Cotton,Borewell,Bank Loan,M6875,2020-11-19,₹632660,₹1749375,Inheritance,R3973,XXXX-XXXX-9975,YBIPY7829T,+913501361756,"02/24, Sahota, Delhi 175493",18.1286,74.3866,Red,Low,Active,Fallow,Paid,Irrigated area,2025-05-15
PLOT079,Ivana Bahri,Nayantara Deshmukh,613/C,573,6.4,Agricultural,Pudukkottai,Sangola,Kolhapur,Maharashtra,Joint,4,Cotton,Borewell,Legal Dispute,M4632,2021-02-02,₹761272,₹1973225,Gift,R5904,XXXX-XXXX-9352,DLRPI7611E,+914132785152,"34, Atwal Nagar, Bahraich-494274",17.2218,73.4813,Sandy,Medium,Active,Residential,Paid,Under observation,2025-02-10
PLOT080,Sara Gill,Myra Deshmukh,326/C,823,5.88,Non-Agricultural,Muzaffarnagar,Beed,Ahmednagar,Maharashtra,Single,1,Cotton,Well,Mortgage,M6346,2024-03-11,₹493728,₹1227839,Gift,R4732,XXXX-XXXX-6868,XARPK6566C,0543914633,"45/589, Kanda Path, Mirzapur 333257",19.7344,74.2842,Black Cotton,Medium,Disputed,Residential,Unpaid,Irrigated area,2025-06-09
PLOT081,Kanav Kohli,Bhamini Jadhav,803/A,122,3.45,Non-Agricultural,Jalna,Karjat,Solapur,Maharashtra,Joint,3,Sugarcane,Well,Bank Loan,M1243,2025-01-03,₹318139,₹1258754,Sale,R1240,XXXX-XXXX-4902,JZOPW9545Q,01461471210,"37/24, Shroff, Howrah 270162",18.5016,75.7375,Sandy,Medium,Active,Crop,Unpaid,Dryland,2025-07-30
PLOT082,Vedika Rattan,Kartik Deshmukh,408/C,885,2.56,Agricultural,Jodhpur,Rahuri,Pune,Maharashtra,Single,1,Soybean,Borewell,Legal Dispute,M6421,2023-07-07,₹446134,₹1054159,Sale,R3498,XXXX-XXXX-5754,QDQPU4271Q,+915913581436,"H.No. 62, Arora Path, Serampore 238695",18.5331,74.318,Black Cotton,Fertile,Disputed,Fallow,Unpaid,Under observation,2024-10-27
PLOT083,Prerak Bhat,Ishita Patil,907/C,827,5.89,Agricultural,Pali,Pandharpur,Nashik,Maharashtra,Joint,3,Fallow,Well,Legal Dispute,M7306,2023-01-13,₹341583,₹1261525,Sale,R5080,XXXX-XXXX-3775,CEZPD4446Z,+918481509554,"H.No. 34, Ramesh Ganj, Jodhpur-873841",19.3463,75.0395,Sandy,Medium,Disputed,Crop,Unpaid,Under observation,2025-09-15
PLOT084,Gatik Wason,Shamik Deshmukh,150/B,842,8.08,Agricultural,Meerut,Beed,Kolhapur,Maharashtra,Joint,2,Fallow,Canal,Bank Loan,M7979,2021-01-21,₹334191,₹1881926,Inheritance,R6914,XXXX-XXXX-7492,XQPPJ5116M,9536550932,"17, Sanghvi Nagar, Malegaon-514628",19.0529,74.5845,Laterite,Fertile,Active,Fallow,Unpaid,Under observation,2025-09-12
PLOT085,Samarth Sampath,Kiaan Kadam,786/C,292,8.67,Agricultural,Nashik,Rahuri,Ahmednagar,Maharashtra,Single,1,Maize,Borewell,Mortgage,M7576,2024-02-09,₹513417,₹1405968,Gift,R5830,XXXX-XXXX-6104,QRIPN8036F,02017058293,"H.No. 845, Dixit, Faridabad 292632",18.7586,74.2632,Alluvial,Fertile,Active,Crop,Paid,Irrigated area,2024-11-10
PLOT086,Ranbir Ahuja,Rohan Patil,709/C,803,3.49,Agricultural,Davanagere,Sangola,Pune,Maharashtra,Joint,2,Soybean,Canal,None,M5532,2022-07-03,₹498169,₹1629700,Gift,R3749,XXXX-XXXX-1502,LEIPE4282Q,07593771697,"99/95, Sarma Zila, Patiala 892215",19.5605,75.1234,Sandy,Low,Disputed,Residential,Unpaid,Under observation,2025-04-02
PLOT087,Madhav Vora,Sana Deshmukh,778/C,939,2.4,Agricultural,Panipat,Rahuri,Nashik,Maharashtra,Joint,4,Maize,Rainfed,Bank Loan,M8335,2023-09-25,₹360962,₹1425761,Inheritance,R7823,XXXX-XXXX-3519,KABPY5523X,00740861794,"28/747, Suresh Chowk, Tinsukia 821568",17.5191,73.7703,Laterite,Low,Active,Crop,Paid,Irrigated area,2025-09-15
PLOT088,Amani Chaudhary,Saanvi Deshmukh,529/A,623,4.49,Agricultural,Tinsukia,Baramati,Kolhapur,Maharashtra,Single,1,Sugarcane,Borewell,Mortgage,M8220,2024-06-13,₹743611,₹1218060,Sale,R2731,XXXX-XXXX-9140,WTGPB3885X,06474719430,"60, Rana Nagar, Eluru-129991",18.9394,73.3857,Red,Low,Disputed,Residential,Paid,Under observation,2025-08-22
PLOT089,Chirag Randhawa,Aarav Deshmukh,198/A,791,5.03,Non-Agricultural,Ghaziabad,Baramati,Kolhapur,Maharashtra,Joint,2,Wheat,Rainfed,Mortgage,M4159,2022-07-04,₹344322,₹1682500,Gift,R9780,XXXX-XXXX-2642,TKFPL2709U,9379791488,"96, Sandal Nagar, Motihari 672562",19.0839,73.0516,Sandy,Low,Active,Residential,Paid,Irrigated area,2025-08-26
PLOT090,Riya Mani,Mohanlal Shinde,769/B,197,8.9,Agricultural,Dehradun,Baramati,Beed,Maharashtra,Joint,2,Maize,Canal,Legal Dispute,M9381,2025-10-02,₹344173,₹935080,Gift,R7462,XXXX-XXXX-5903,UPGPB3357T,+918983277264,"H.No. 72, Tiwari Chowk, Lucknow-691444",18.7735,73.4893,Sandy,Low,Disputed,Residential,Unpaid,Irrigated area,2025-05-03
PLOT091,Siya Sane,Shlok Deshmukh,326/B,168,0.53,Agricultural,Bhagalpur,Rahuri,Pune,Maharashtra,Joint,4,Fallow,Rainfed,Legal Dispute,M8993,2022-04-25,₹600125,₹1030581,Inheritance,R2269,XXXX-XXXX-3937,DKIPO8054F,04486365570,"446, Bir Chowk, Jodhpur 596089",17.8829,73.3695,Black Cotton,Fertile,Disputed,Residential,Unpaid,Dryland,2025-06-20
PLOT092,Miraan Krishnamurthy,Dharmajan Shinde,611/C,214,2.76,Agricultural,Sambalpur,Pandharpur,Ahmednagar,Maharashtra,Single,1,Wheat,Canal,Mortgage,M1593,2025-09-27,₹670801,₹914001,Sale,R7004,XXXX-XXXX-3501,YSZPP9173R,03253429842,"66/69, Kurian Road, Kolhapur 035576",17.4298,75.1171,Alluvial,Fertile,Active,Residential,Unpaid,Irrigated area,2024-10-14
PLOT093,Ishaan Bakshi,Fateh Jadhav,687/B,489,5.39,Non-Agricultural,Sri Ganganagar,Karjat,Solapur,Maharashtra,Single,1,Paddy,Well,None,M4961,2025-08-31,₹336721,₹1257633,Sale,R8703,XXXX-XXXX-9727,LKXPS1876G,00707821680,"797, Rau Circle, Jhansi 395778",17.7655,74.0498,Alluvial,Fertile,Disputed,Residential,Paid,Partially cultivated,2025-05-25
PLOT094,Elakshi Mahajan,Mannat Jadhav,512/C,200,2.45,Agricultural,Tiruvottiyur,Rahuri,Beed,Maharashtra,Single,1,Paddy,Canal,Mortgage,M3671,2023-07-21,₹343549,₹1897595,Inheritance,R2324,XXXX-XXXX-8815,AWZPD9423F,06516190489,"54/685, Raman Chowk, Hosur-676119",18.1591,73.9922,Laterite,Medium,Active,Fallow,Unpaid,Dryland,2024-10-08
PLOT095,Tara Venkatesh,Tarini Shinde,993/B,296,9.13,Agricultural,Ongole,Baramati,Solapur,Maharashtra,Single,1,Sugarcane,Well,Legal Dispute,M7654,2022-06-30,₹796797,₹1268143,Gift,R2966,XXXX-XXXX-6660,KDRPA5347J,7163792720,"693, Rajagopalan Nagar, Singrauli 782316",19.2683,74.6627,Red,Medium,Disputed,Crop,Paid,Under observation,2024-12-10
PLOT096,Aradhya Dani,Divyansh Patil,710/B,579,8.11,Agricultural,Bokaro,Karjat,Nashik,Maharashtra,Single,1,Maize,Borewell,Mortgage,M3511,2023-10-08,₹289941,₹1142935,Sale,R7709,XXXX-XXXX-4693,FQMPB1387D,7586859420,"818, Bhakta Zila, Dhanbad-954407",17.3405,75.3492,Laterite,Fertile,Active,Crop,Unpaid,Irrigated area,2024-12-20
PLOT097,Taimur Mander,Zain Kadam,953/B,984,0.83,Agricultural,Srinagar,Beed,Solapur,Maharashtra,Single,1,Cotton,Well,Bank Loan,M1001,2022-07-23,₹444941,₹901637,Sale,R4278,XXXX-XXXX-5697,SQXPL5013P,2452013268,"989, Vasa Nagar, Allahabad-548440",19.8565,73.1757,Alluvial,Low,Active,Residential,Paid,Under observation,2025-08-21
PLOT098,Samaira Din,Ela Deshmukh,499/C,829,9.52,Non-Agricultural,Narasaraopet,Rahuri,Kolhapur,Maharashtra,Single,1,Soybean,Well,Bank Loan,M9030,2024-03-18,₹498923,₹1006300,Inheritance,R5057,XXXX-XXXX-1124,KEMPU3761K,+910893663357,"56/56, Bajwa Chowk, Nizamabad 491744",19.1461,75.4097,Red,Medium,Disputed,Crop,Paid,Under observation,2025-03-28
PLOT099,Umang Barad,Shalv Patil,383/C,457,5.13,Non-Agricultural,Jalandhar,Rahuri,Ahmednagar,Maharashtra,Joint,2,Cotton,Well,None,M7563,2022-09-28,₹584132,₹951077,Gift,R9325,XXXX-XXXX-2031,UUMPK5101C,+916054602363,"37/445, Balan Marg, Bhatpara 226524",17.4047,73.7034,Sandy,Medium,Active,Fallow,Paid,Under observation,2025-05-28
PLOT100,Yashvi Sura,Eshani Kadam,781/B,968,1.73,Agricultural,Bhiwani,Baramati,Ahmednagar,Maharashtra,Single,1,Maize,Canal,None,M9568,2025-07-25,₹202095,₹1088201,Gift,R9345,XXXX-XXXX-9297,FOTPK2911Y,5590740544,"H.No. 600, Yohannan Road, Durgapur 157807",17.3895,74.308,Sandy,Medium,Active,Crop,Unpaid,Under observation,2025-07-06
PLOT101,Damini Sama,Adira Patil,489/B,883,9.49,Non-Agricultural,Muzaffarpur,Karjat,Pune,Maharashtra,Single,1,Fallow,Well,Legal Dispute,M8596,2021-12-30,₹304739,₹1102066,Sale,R3517,XXXX-XXXX-4431,PCGPA3104S,07770581662,"80/11, Ravi Marg, Ambattur 815994",18.7751,74.643,Red,Medium,Active,Residential,Paid,Under observation,2025-03-05
PLOT102,Shlok Viswanathan,Mishti Deshmukh,817/A,352,5.47,Agricultural,Bhind,Rahuri,Pune,Maharashtra,Single,1,Maize,Rainfed,Bank Loan,M9767,2022-05-13,₹594332,₹1613573,Gift,R1959,XXXX-XXXX-6449,SKVPH7823P,7982347450,"04, Iyer, Rampur 217853",17.3451,74.3177,Red,Medium,Disputed,Crop,Unpaid,Partially cultivated,2025-01-11
PLOT103,Samarth Gola,Manjari Kadam,859/B,946,1.53,Agricultural,Bellary,Karjat,Kolhapur,Maharashtra,Single,1,Sugarcane,Canal,Bank Loan,M8834,2023-10-22,₹322310,₹1010731,Sale,R8783,XXXX-XXXX-7190,WOEPH7267X,+910405242330,"96/475, Goyal Street, Nanded 579373",17.4606,75.3049,Alluvial,Fertile,Disputed,Residential,Paid,Partially cultivated,2025-01-21
PLOT104,Ahana  Bera,Urvi Jadhav,934/C,529,6.87,Non-Agricultural,Kamarhati,Rahuri,Nashik,Maharashtra,Joint,2,Fallow,Well,None,M9088,2021-03-11,₹515877,₹1150802,Sale,R2138,XXXX-XXXX-1888,JNOPB0790Y,09367918784,"H.No. 03, Wadhwa Marg, Sikar 496768",19.1794,73.3817,Laterite,Fertile,Disputed,Crop,Unpaid,Irrigated area,2024-12-19
PLOT105,Dhruv Bumb,Aradhya Patil,545/B,681,6.62,Agricultural,Gangtok,Rahuri,Beed,Maharashtra,Single,1,Sugarcane,Well,Bank Loan,M4074,2023-04-02,₹690104,₹1835457,Gift,R8055,XXXX-XXXX-1443,CIWPO8065T,+916844924867,"H.No. 522, Raj Street, Ongole 528338",19.3154,74.3896,Laterite,Fertile,Disputed,Fallow,Unpaid,Irrigated area,2024-12-08
PLOT106,Dhanuk Yadav,Akarsh Kadam,313/C,840,3.07,Agricultural,Bhalswa Jahangir Pur,Karmala,Beed,Maharashtra,Joint,2,Sugarcane,Well,Legal Dispute,M1991,2022-11-06,₹654037,₹959941,Sale,R2187,XXXX-XXXX-1454,VTYPB9501Z,7809184987,"H.No. 36, Dhillon Marg, Tiruvottiyur-740202",19.7447,73.084,Red,Fertile,Disputed,Residential,Unpaid,Dryland,2025-02-21
PLOT107,Aradhya Keer,Tejas Patil,585/C,757,6.98,Non-Agricultural,Hosur,Sangola,Pune,Maharashtra,Joint,4,Wheat,Canal,None,M4686,2022-07-12,₹271240,₹1929456,Sale,R9938,XXXX-XXXX-6708,WRVPE1221U,01268460308,"45, Sha, Singrauli 692145",18.1184,75.5778,Sandy,Low,Active,Fallow,Unpaid,Partially cultivated,2024-11-18
PLOT108,Yuvraj  Krish,Bhavin Jadhav,565/B,923,9.08,Agricultural,Rajpur Sonarpur,Karmala,Ahmednagar,Maharashtra,Joint,3,Paddy,Well,Legal Dispute,M4672,2025-04-16,₹641232,₹1632478,Sale,R1946,XXXX-XXXX-5018,REBPL7522G,5592442207,"284, Chaudry Ganj, Unnao 966036",18.0563,75.8141,Laterite,Medium,Active,Crop,Unpaid,Under observation,2025-02-14
PLOT109,Sahil Yadav,Ranbir Shinde,884/A,915,3.85,Non-Agricultural,Kakinada,Pandharpur,Solapur,Maharashtra,Single,1,Paddy,Canal,Mortgage,M6904,2021-12-20,₹470027,₹1435113,Inheritance,R3109,XXXX-XXXX-7723,SJOPD4247Y,9000579115,"98/73, Varughese, Begusarai 824178",19.6086,74.5881,Laterite,Fertile,Disputed,Residential,Paid,Dryland,2025-10-03
PLOT110,Trisha Doctor,Fateh Shinde,358/A,760,1.87,Agricultural,Mahbubnagar,Sangola,Nashik,Maharashtra,Joint,2,Cotton,Borewell,Legal Dispute,M3375,2022-12-17,₹415747,₹1851928,Inheritance,R3194,XXXX-XXXX-9081,BRUPI0050I,02002529336,"H.No. 88, Sandhu Ganj, Jamnagar-089836",18.722,74.8209,Laterite,Low,Active,Fallow,Unpaid,Irrigated area,2025-09-20
PLOT111,Umang Ratti,Navya Patil,146/B,885,6.42,Agricultural,Amravati,Baramati,Nashik,Maharashtra,Single,1,Cotton,Canal,Bank Loan,M7439,2025-03-31,₹497268,₹1007872,Gift,R2688,XXXX-XXXX-6235,FNPPC3867Q,+917399138190,"H.No. 66, Lad Zila, Mirzapur-988975",18.4953,73.7854,Laterite,Fertile,Disputed,Crop,Paid,Under observation,2025-02-15
PLOT112,Krish Gara,Lakshay Shinde,908/A,829,2.82,Non-Agricultural,Srinagar,Beed,Nashik,Maharashtra,Single,1,Soybean,Canal,Bank Loan,M5529,2025-03-13,₹333852,₹1080946,Gift,R9156,XXXX-XXXX-3652,WRYPF3113T,4866257431,"16, Magar Circle, Udaipur-652874",19.4902,73.7927,Black Cotton,Fertile,Active,Crop,Unpaid,Partially cultivated,2025-03-05
PLOT113,Nitara Tara,Farhan Patil,120/B,907,1.86,Non-Agricultural,Kolkata,Beed,Nashik,Maharashtra,Joint,2,Wheat,Canal,Legal Dispute,M9382,2025-03-23,₹516753,₹1320479,Inheritance,R2413,XXXX-XXXX-4086,AFWPU7922O,+919166647861,"05, Kumer Road, Anantapur-934418",18.4765,73.6656,Black Cotton,Fertile,Active,Residential,Unpaid,Irrigated area,2025-04-15
PLOT114,Veer Kamdar,Amira Shinde,850/A,133,4.03,Agricultural,Ichalkaranji,Karjat,Ahmednagar,Maharashtra,Joint,2,Fallow,Rainfed,Bank Loan,M4718,2020-10-23,₹222130,₹1336552,Sale,R7619,XXXX-XXXX-6438,DFMPO5495W,9200080174,"70, Bera Chowk, Jammu-446606",18.3193,74.3983,Alluvial,Fertile,Active,Crop,Paid,Irrigated area,2025-04-23
PLOT115,Faiyaz Dada,Inaaya  Patil,321/A,785,7.56,Agricultural,Bangalore,Sangola,Pune,Maharashtra,Joint,2,Soybean,Borewell,Mortgage,M6937,2021-08-07,₹608294,₹1068834,Inheritance,R5496,XXXX-XXXX-2149,XKCPQ4945W,07038617994,"H.No. 498, Andra, Bokaro-350783",17.0135,75.6341,Sandy,Medium,Active,Residential,Unpaid,Irrigated area,2025-05-07
PLOT116,Aayush Buch,Ivana Shinde,519/A,546,2.58,Agricultural,Bardhaman,Karmala,Solapur,Maharashtra,Joint,3,Cotton,Rainfed,Mortgage,M8872,2024-09-22,₹511534,₹1100739,Gift,R1943,XXXX-XXXX-3135,NTKPO1108K,08244673017,"16, Buch Zila, Jaipur-984671",18.3087,74.4703,Black Cotton,Medium,Active,Crop,Unpaid,Partially cultivated,2025-02-22
PLOT117,Sara Shan,Onkar Kadam,584/C,338,4.36,Agricultural,Karnal,Baramati,Pune,Maharashtra,Joint,3,Fallow,Canal,Bank Loan,M8657,2021-10-14,₹247221,₹1829435,Gift,R2456,XXXX-XXXX-7824,DNGPY4935S,+913614263184,"70, Devan Circle, Moradabad-510343",18.6423,73.4569,Laterite,Fertile,Disputed,Fallow,Paid,Under observation,2025-06-10
PLOT118,Kartik Char,Aaina Jadhav,763/C,791,7.53,Agricultural,Pondicherry,Karjat,Pune,Maharashtra,Single,1,Fallow,Canal,None,M9417,2021-12-09,₹770006,₹1614942,Inheritance,R6228,XXXX-XXXX-1053,LQGPL7491G,+917812247731,"99/47, Subramaniam Zila, Jaunpur 991800",18.6822,75.3108,Alluvial,Medium,Active,Crop,Unpaid,Under observation,2025-09-13
PLOT119,Anay Bhasin,Diya Shinde,293/A,580,3.27,Agricultural,Siliguri,Baramati,Solapur,Maharashtra,Joint,3,Soybean,Borewell,Bank Loan,M9514,2025-01-12,₹764046,₹1157850,Sale,R3009,XXXX-XXXX-7076,FBRPA1008I,06092930908,"20/77, Khosla Street, Aurangabad 091945",17.3359,74.4011,Black Cotton,Fertile,Disputed,Crop,Unpaid,Partially cultivated,2025-06-01
PLOT120,Rhea Kibe,Heer Shinde,304/C,962,2.47,Non-Agricultural,Gulbarga,Karjat,Pune,Maharashtra,Joint,4,Wheat,Canal,Legal Dispute,M8086,2025-06-12,₹588839,₹1190912,Sale,R1367,XXXX-XXXX-6798,NOAPP1651V,07102472884,"51/21, Chhabra Street, Kolhapur-834633",17.8851,74.8088,Laterite,Fertile,Disputed,Fallow,Unpaid,Under observation,2025-03-26
PLOT121,Ehsaan Chandran,Fateh Kadam,976/B,904,3.37,Non-Agricultural,Surat,Karmala,Beed,Maharashtra,Joint,3,Cotton,Borewell,Mortgage,M5958,2025-04-19,₹605069,₹1454732,Sale,R4986,XXXX-XXXX-3802,HKPPR7904R,7223217113,"65/06, Kala Path, New Delhi-109110",18.6472,75.3967,Black Cotton,Low,Disputed,Fallow,Unpaid,Under observation,2025-04-14
PLOT122,Krish Swamy,Anika Deshmukh,602/C,625,9.05,Non-Agricultural,Maheshtala,Rahuri,Ahmednagar,Maharashtra,Joint,2,Cotton,Canal,Bank Loan,M4290,2020-12-01,₹422231,₹1741317,Gift,R6686,XXXX-XXXX-1693,UDNPG5807O,08301442800,"42/89, Babu Zila, Madurai-535830",19.7405,73.3807,Red,Low,Disputed,Crop,Unpaid,Under observation,2025-04-02
PLOT123,Veer Sami,Tarini Kadam,863/B,730,2.36,Agricultural,Siwan,Rahuri,Kolhapur,Maharashtra,Single,1,Sugarcane,Well,Bank Loan,M1747,2025-08-19,₹507877,₹1576801,Sale,R8439,XXXX-XXXX-1445,OWAPB4611O,07965033903,"49/18, Goswami Ganj, Serampore 998862",17.4786,75.607,Sandy,Low,Active,Residential,Unpaid,Dryland,2025-08-19
PLOT124,Ranbir Chandran,Tejas Shinde,578/C,559,1.27,Non-Agricultural,Bareilly,Beed,Solapur,Maharashtra,Single,1,Cotton,Well,None,M5232,2024-03-29,₹370566,₹1541805,Gift,R9504,XXXX-XXXX-3968,EMWPU4991E,9368987280,"H.No. 09, Savant Ganj, Nandyal 503695",18.0826,73.13,Alluvial,Fertile,Disputed,Residential,Unpaid,Dryland,2024-12-01
PLOT125,Hiran Dutta,Anahita Kadam,835/C,567,2.54,Agricultural,Sasaram,Pandharpur,Beed,Maharashtra,Joint,3,Cotton,Rainfed,Legal Dispute,M4558,2021-06-26,₹760223,₹1259627,Gift,R8670,XXXX-XXXX-4294,HWSPX8864L,06185131880,"H.No. 677, Bandi Nagar, Mehsana 527483",17.006,75.8411,Red,Fertile,Active,Fallow,Paid,Irrigated area,2025-02-14
PLOT126,Ivan Hayre,Himmat Kadam,414/B,630,3.61,Non-Agricultural,Vasai-Virar,Rahuri,Kolhapur,Maharashtra,Single,1,Soybean,Well,Mortgage,M2550,2022-11-03,₹323433,₹1230439,Sale,R2124,XXXX-XXXX-8197,CMAPT0664F,6899005665,"550, Kakar Path, Kharagpur 017525",19.7473,75.6733,Laterite,Low,Active,Fallow,Paid,Irrigated area,2025-07-10
PLOT127,Aaryahi Bhagat,Mehul Kadam,507/C,225,5.48,Non-Agricultural,Gandhinagar,Rahuri,Kolhapur,Maharashtra,Joint,3,Soybean,Canal,Mortgage,M5250,2022-10-31,₹736042,₹956047,Inheritance,R8951,XXXX-XXXX-9493,EZXPL3379F,4462741729,"67/73, Sem Zila, Naihati-879278",18.9305,75.3576,Laterite,Medium,Active,Residential,Paid,Dryland,2024-12-07
